start,end,gc_content,z_score
22001,22500,52.6,0.06
22101,22600,51.4,-0.11
22201,22700,55.8,0.52
22301,22800,59.2,1.01
22401,22900,64.6,1.78
22501,23000,65.8,1.95
22601,23100,70.0,2.56
22701,23200,66.4,2.04
22801,23300,59.6,1.06
22901,23400,56.0,0.55
23001,23500,52.2,0.0
23101,23600,49.0,-0.46
