start,end,gc_content,z_score
23901,24400,32.2,-1.69
24001,24500,31.2,-1.82
24101,24600,30.6,-1.89
24201,24700,33.0,-1.59
24301,24800,36.8,-1.1
24401,24900,40.0,-0.7
24501,25000,44.0,-0.19
24601,25100,45.6,0.02
24701,25200,44.4,-0.14
24801,25300,45.8,0.04
24901,25400,47.6,0.27
25001,25500,47.4,0.24
25101,25600,46.2,0.09
25201,25700,45.6,0.02
25301,25800,46.0,0.07
25401,25900,45.2,-0.04
25501,26000,46.2,0.09
25601,26100,48.8,0.42
25701,26200,52.8,0.93
25801,26300,53.0,0.96
25901,26400,51.8,0.8
26001,26500,50.4,0.63
26101,26600,48.4,0.37
26201,26700,45.6,0.02
26301,26800,47.4,0.24
26401,26900,50.8,0.68
26501,27000,50.4,0.63
26601,27100,52.2,0.85
26701,27200,53.2,0.98
26801,27300,51.6,0.78
26901,27400,49.8,0.55
27001,27500,53.4,1.01
27101,27600,56.2,1.36
27201,27700,54.8,1.19
27301,27800,50.2,0.6
27401,27900,46.8,0.17
27501,28000,43.6,-0.24
27601,28100,41.4,-0.52
27701,28200,42.0,-0.44
27801,28300,49.0,0.45
27901,28400,53.0,0.96
28001,28500,55.0,1.21
28101,28600,49.2,0.47
28201,28700,51.6,0.78
28301,28800,49.0,0.45
28401,28900,46.0,0.07
28501,29000,40.8,-0.6
28601,29100,40.8,-0.6
28701,29200,36.4,-1.16
28801,29300,31.6,-1.77
28901,29400,30.0,-1.97
29001,29500,32.6,-1.64
29101,29600,39.4,-0.77
29201,29700,42.0,-0.44
29301,29800,46.6,0.14
29401,29900,52.2,0.85
29501,30000,53.4,1.01
29601,30100,51.6,0.78
29701,30200,51.4,0.75
29801,30300,48.8,0.42
29901,30400,45.2,-0.04
30001,30500,42.0,-0.44
30101,30600,37.6,-1.0
30201,30700,37.6,-1.0
30301,30800,41.6,-0.49
30401,30900,42.0,-0.44
30501,31000,45.0,-0.06
30601,31100,48.2,0.35
30701,31200,45.0,-0.06
30801,31300,41.6,-0.49
30901,31400,41.0,-0.57
31001,31500,42.4,-0.39
31101,31600,44.4,-0.14
31201,31700,48.2,0.35
31301,31800,45.4,-0.01
31401,31900,45.6,0.02
31501,32000,44.0,-0.19
31601,32100,43.8,-0.21
31701,32200,45.4,-0.01
31801,32300,47.0,0.19
31901,32400,43.4,-0.26
32001,32500,43.4,-0.26
32101,32600,40.6,-0.62
32201,32700,39.4,-0.77
32301,32800,41.0,-0.57
32401,32900,45.0,-0.06
32501,33000,44.4,-0.14
32601,33100,46.2,0.09
32701,33200,44.0,-0.19
32801,33300,45.4,-0.01
32901,33400,45.2,-0.04
33001,33500,44.2,-0.16
33101,33600,42.6,-0.37
33201,33700,41.0,-0.57
33301,33800,39.4,-0.77
33401,33900,41.2,-0.54
33501,34000,40.6,-0.62
33601,34100,39.4,-0.77
33701,34200,42.6,-0.37
33801,34300,44.4,-0.14
33901,34400,41.2,-0.54
34001,34500,41.2,-0.54
34101,34600,40.6,-0.62
34201,34700,41.4,-0.52
34301,34800,42.4,-0.39
34401,34900,43.2,-0.29
34501,35000,42.2,-0.42
34601,35100,45.0,-0.06
34701,35200,45.6,0.02
34801,35300,47.0,0.19
34901,35400,50.0,0.58
35001,35500,54.2,1.11
35101,35600,51.6,0.78
35201,35700,47.4,0.24
35301,35800,44.8,-0.09
35401,35900,42.4,-0.39
35501,36000,40.2,-0.67
35601,36100,41.8,-0.47
35701,36200,41.2,-0.54
35801,36300,38.8,-0.85
35901,36400,38.4,-0.9
36001,36500,41.8,-0.47
36101,36600,41.8,-0.47
36201,36700,45.0,-0.06
36301,36800,50.2,0.6
36401,36900,49.2,0.47
36501,37000,48.4,0.37
36601,37100,51.0,0.7
36701,37200,51.8,0.8
36801,37300,50.8,0.68
36901,37400,51.2,0.73
37001,37500,48.4,0.37
37101,37600,45.6,0.02
37201,37700,43.4,-0.26
37301,37800,42.6,-0.37
37401,37900,41.0,-0.57
37501,38000,40.6,-0.62
37601,38100,42.2,-0.42
37701,38200,43.4,-0.26
37801,38300,41.4,-0.52
37901,38400,43.0,-0.32
38001,38500,45.6,0.02
38101,38600,43.8,-0.21
38201,38700,41.2,-0.54
38301,38800,43.8,-0.21
38401,38900,45.4,-0.01
38501,39000,44.2,-0.16
38601,39100,47.0,0.19
38701,39200,52.0,0.83
38801,39300,51.2,0.73
38901,39400,50.0,0.58
39001,39500,50.4,0.63
39101,39600,49.8,0.55
39201,39700,46.8,0.17
39301,39800,46.6,0.14
39401,39900,47.2,0.22
39501,40000,45.8,0.04
39601,40100,43.2,-0.29
39701,40200,42.0,-0.44
39801,40300,40.8,-0.6
39901,40400,40.8,-0.6
40001,40500,41.8,-0.47
40101,40600,40.4,-0.65
40201,40700,42.8,-0.34
40301,40800,42.8,-0.34
40401,40900,42.0,-0.44
40501,41000,47.2,0.22
40601,41100,52.8,0.93
40701,41200,52.0,0.83
40801,41300,53.8,1.06
40901,41400,54.6,1.16
41001,41500,52.2,0.85
41101,41600,50.6,0.65
41201,41700,50.8,0.68
41301,41800,51.6,0.78
41401,41900,52.0,0.83
41501,42000,52.4,0.88
41601,42100,52.0,0.83
41701,42200,49.6,0.52
41801,42300,43.8,-0.21
41901,42400,40.6,-0.62
42001,42500,38.0,-0.95
42101,42600,35.2,-1.31
42201,42700,33.2,-1.56
42301,42800,33.2,-1.56
42401,42900,33.0,-1.59
42501,43000,34.4,-1.41
42601,43100,38.2,-0.93
42701,43200,41.2,-0.54
42801,43300,41.6,-0.49
42901,43400,43.0,-0.32
43001,43500,39.8,-0.72
43101,43600,33.6,-1.51
43201,43700,31.4,-1.79
43301,43800,36.4,-1.16
43401,43900,39.2,-0.8
43501,44000,41.0,-0.57
43601,44100,45.0,-0.06
43701,44200,44.6,-0.11
43801,44300,39.6,-0.75
43901,44400,35.6,-1.26
44001,44500,35.2,-1.31
44101,44600,33.8,-1.49
44201,44700,34.4,-1.41
44301,44800,35.6,-1.26
44401,44900,35.4,-1.28
44501,45000,32.8,-1.61
44601,45100,34.0,-1.46
44701,45200,35.6,-1.26
44801,45300,38.0,-0.95
44901,45400,42.4,-0.39
45001,45500,41.6,-0.49
45101,45600,39.0,-0.82
45201,45700,36.8,-1.1
45301,45800,37.4,-1.03
45401,45900,39.4,-0.77
45501,46000,43.6,-0.24
45601,46100,48.0,0.32
45701,46200,49.0,0.45
45801,46300,46.8,0.17
45901,46400,41.2,-0.54
46001,46500,38.4,-0.9
46101,46600,36.2,-1.18
46201,46700,42.4,-0.39
46301,46800,42.8,-0.34
46401,46900,43.2,-0.29
46501,47000,47.4,0.24
46601,47100,48.2,0.35
46701,47200,44.0,-0.19
46801,47300,44.6,-0.11
46901,47400,45.8,0.04
47001,47500,47.0,0.19
47101,47600,50.8,0.68
47201,47700,53.4,1.01
47301,47800,53.4,1.01
47401,47900,52.8,0.93
47501,48000,45.8,0.04
47601,48100,38.6,-0.88
47701,48200,33.2,-1.56
47801,48300,32.2,-1.69
47901,48400,30.4,-1.92
48001,48500,32.4,-1.66
48101,48600,34.4,-1.41
48201,48700,37.6,-1.0
48301,48800,35.4,-1.28
48401,48900,39.6,-0.75
48501,49000,43.4,-0.26
48601,49100,41.8,-0.47
48701,49200,38.2,-0.93
48801,49300,38.6,-0.88
48901,49400,34.6,-1.38
49001,49500,29.4,-2.05
49101,49600,31.8,-1.74
49201,49700,34.4,-1.41
49301,49800,35.2,-1.31
49401,49900,40.4,-0.65
49501,50000,41.2,-0.54
49601,50100,39.2,-0.8
49701,50200,36.6,-1.13
49801,50300,35.0,-1.33
49901,50400,28.6,-2.15
50001,50500,27.2,-2.33
50101,50600,25.2,-2.58
50201,50700,24.6,-2.66
50301,50800,23.2,-2.84
50401,50900,25.0,-2.61
50501,51000,30.4,-1.92
50601,51100,38.6,-0.88
50701,51200,40.2,-0.67
50801,51300,45.6,0.02
50901,51400,45.6,0.02
51001,51500,47.2,0.22
51101,51600,44.8,-0.09
51201,51700,48.6,0.4
51301,51800,45.0,-0.06
51401,51900,42.2,-0.42
51501,52000,38.8,-0.85
51601,52100,34.6,-1.38
51701,52200,34.2,-1.44
51801,52300,38.4,-0.9
51901,52400,42.2,-0.42
52001,52500,43.4,-0.26
52101,52600,46.0,0.07
52201,52700,47.2,0.22
52301,52800,48.8,0.42
52401,52900,53.6,1.03
52501,53000,52.2,0.85
52601,53100,56.0,1.34
52701,53200,54.4,1.13
52801,53300,52.2,0.85
52901,53400,51.8,0.8
53001,53500,53.0,0.96
53101,53600,51.4,0.75
53201,53700,50.6,0.65
53301,53800,47.0,0.19
53401,53900,41.2,-0.54
53501,54000,37.8,-0.98
53601,54100,33.0,-1.59
53701,54200,30.4,-1.92
53801,54300,33.4,-1.54
53901,54400,34.6,-1.38
54001,54500,36.2,-1.18
54101,54600,38.6,-0.88
54201,54700,36.6,-1.13
54301,54800,34.8,-1.36
54401,54900,33.6,-1.51
54501,55000,31.4,-1.79
54601,55100,30.4,-1.92
54701,55200,34.4,-1.41
54801,55300,37.4,-1.03
54901,55400,41.4,-0.52
55001,55500,42.8,-0.34
55101,55600,40.2,-0.67
55201,55700,39.6,-0.75
55301,55800,38.4,-0.9
55401,55900,37.6,-1.0
55501,56000,40.0,-0.7
55601,56100,42.4,-0.39
55701,56200,42.6,-0.37
55801,56300,43.6,-0.24
55901,56400,45.8,0.04
56001,56500,47.2,0.22
56101,56600,48.4,0.37
56201,56700,50.2,0.6
56301,56800,49.4,0.5
56401,56900,47.6,0.27
56501,57000,47.2,0.22
56601,57100,49.8,0.55
56701,57200,45.0,-0.06
56801,57300,43.6,-0.24
56901,57400,43.0,-0.32
57001,57500,44.8,-0.09
57101,57600,40.6,-0.62
57201,57700,42.0,-0.44
57301,57800,39.8,-0.72
57401,57900,38.4,-0.9
57501,58000,37.4,-1.03
57601,58100,39.4,-0.77
57701,58200,41.2,-0.54
57801,58300,42.8,-0.34
57901,58400,42.8,-0.34
58001,58500,36.8,-1.1
58101,58600,38.2,-0.93
58201,58700,38.0,-0.95
58301,58800,42.6,-0.37
58401,58900,40.4,-0.65
58501,59000,42.8,-0.34
58601,59100,40.0,-0.7
58701,59200,39.8,-0.72
58801,59300,40.4,-0.65
58901,59400,44.6,-0.11
59001,59500,46.2,0.09
59101,59600,45.6,0.02
59201,59700,48.2,0.35
59301,59800,46.0,0.07
59401,59900,45.2,-0.04
59501,60000,44.0,-0.19
59601,60100,45.0,-0.06
59701,60200,44.8,-0.09
59801,60300,44.4,-0.14
59901,60400,43.0,-0.32
60001,60500,39.8,-0.72
60101,60600,39.6,-0.75
60201,60700,37.6,-1.0
60301,60800,34.2,-1.44
60401,60900,36.0,-1.21
60501,61000,39.6,-0.75
60601,61100,39.2,-0.8
60701,61200,41.0,-0.57
60801,61300,43.0,-0.32
60901,61400,40.6,-0.62
61001,61500,37.6,-1.0
61101,61600,36.8,-1.1
61201,61700,34.4,-1.41
61301,61800,33.0,-1.59
61401,61900,30.4,-1.92
61501,62000,31.4,-1.79
61601,62100,30.2,-1.94
61701,62200,28.4,-2.17
61801,62300,29.4,-2.05
61901,62400,36.0,-1.21
62001,62500,39.6,-0.75
62101,62600,42.2,-0.42
62201,62700,45.4,-0.01
62301,62800,47.8,0.3
62401,62900,46.0,0.07
62501,63000,48.4,0.37
62601,63100,47.6,0.27
62701,63200,44.2,-0.16
62801,63300,40.4,-0.65
62901,63400,38.0,-0.95
63001,63500,36.8,-1.1
63101,63600,38.2,-0.93
63201,63700,40.8,-0.6
63301,63800,44.8,-0.09
63401,63900,44.8,-0.09
63501,64000,41.4,-0.52
63601,64100,44.8,-0.09
63701,64200,46.6,0.14
63801,64300,43.0,-0.32
63901,64400,40.6,-0.62
64001,64500,39.4,-0.77
64101,64600,36.6,-1.13
64201,64700,36.8,-1.1
64301,64800,41.8,-0.47
64401,64900,45.0,-0.06
64501,65000,44.8,-0.09
64601,65100,44.2,-0.16
64701,65200,43.6,-0.24
64801,65300,37.8,-0.98
64901,65400,42.0,-0.44
65001,65500,46.2,0.09
65101,65600,47.2,0.22
65201,65700,48.0,0.32
65301,65800,52.6,0.91
65401,65900,49.2,0.47
65501,66000,48.2,0.35
65601,66100,46.2,0.09
65701,66200,44.2,-0.16
65801,66300,39.2,-0.8
65901,66400,38.2,-0.93
66001,66500,36.4,-1.16
66101,66600,34.6,-1.38
66201,66700,32.4,-1.66
66301,66800,32.2,-1.69
66401,66900,37.2,-1.05
66501,67000,40.0,-0.7
66601,67100,45.4,-0.01
66701,67200,46.2,0.09
66801,67300,46.6,0.14
66901,67400,40.2,-0.67
67001,67500,39.2,-0.8
67101,67600,35.8,-1.23
67201,67700,33.6,-1.51
67301,67800,36.2,-1.18
67401,67900,39.2,-0.8
67501,68000,35.8,-1.23
67601,68100,32.2,-1.69
67701,68200,35.4,-1.28
67801,68300,35.0,-1.33
67901,68400,33.4,-1.54
68001,68500,34.2,-1.44
68101,68600,41.2,-0.54
68201,68700,44.8,-0.09
68301,68800,44.4,-0.14
68401,68900,42.2,-0.42
68501,69000,41.8,-0.47
68601,69100,41.6,-0.49
68701,69200,41.2,-0.54
68801,69300,39.8,-0.72
68901,69400,40.4,-0.65
69001,69500,40.2,-0.67
69101,69600,34.0,-1.46
69201,69700,30.4,-1.92
69301,69800,35.8,-1.23
69401,69900,40.0,-0.7
69501,70000,41.4,-0.52
69601,70100,45.2,-0.04
69701,70200,49.0,0.45
69801,70300,47.0,0.19
69901,70400,44.4,-0.14
70001,70500,43.8,-0.21
70101,70600,43.2,-0.29
70201,70700,37.4,-1.03
70301,70800,36.6,-1.13
70401,70900,35.4,-1.28
70501,71000,35.4,-1.28
70601,71100,34.8,-1.36
70701,71200,37.0,-1.08
70801,71300,36.6,-1.13
70901,71400,33.8,-1.49
71001,71500,34.4,-1.41
71101,71600,36.8,-1.1
71201,71700,36.4,-1.16
71301,71800,35.0,-1.33
71401,71900,40.8,-0.6
71501,72000,38.4,-0.9
71601,72100,36.0,-1.21
71701,72200,39.4,-0.77
71801,72300,42.0,-0.44
71901,72400,41.8,-0.47
72001,72500,44.4,-0.14
72101,72600,44.8,-0.09
72201,72700,43.4,-0.26
72301,72800,43.6,-0.24
72401,72900,43.0,-0.32
72501,73000,43.8,-0.21
72601,73100,45.8,0.04
72701,73200,45.8,0.04
72801,73300,45.2,-0.04
72901,73400,47.2,0.22
73001,73500,50.8,0.68
73101,73600,50.8,0.68
73201,73700,48.4,0.37
73301,73800,50.2,0.6
73401,73900,50.6,0.65
73501,74000,47.4,0.24
73601,74100,51.0,0.7
73701,74200,54.4,1.13
73801,74300,53.2,0.98
73901,74400,49.8,0.55
74001,74500,49.2,0.47
74101,74600,42.6,-0.37
74201,74700,40.2,-0.67
74301,74800,40.4,-0.65
74401,74900,42.8,-0.34
74501,75000,42.8,-0.34
74601,75100,47.0,0.19
74701,75200,49.8,0.55
74801,75300,50.6,0.65
74901,75400,52.4,0.88
75001,75500,54.4,1.13
75101,75600,53.0,0.96
75201,75700,50.6,0.65
75301,75800,50.4,0.63
75401,75900,49.0,0.45
75501,76000,46.2,0.09
75601,76100,47.4,0.24
75701,76200,49.4,0.5
75801,76300,50.6,0.65
75901,76400,49.6,0.52
76001,76500,51.4,0.75
76101,76600,49.6,0.52
76201,76700,49.6,0.52
76301,76800,48.0,0.32
76401,76900,49.4,0.5
76501,77000,48.4,0.37
76601,77100,50.2,0.6
76701,77200,47.4,0.24
76801,77300,43.6,-0.24
76901,77400,44.0,-0.19
77001,77500,45.0,-0.06
77101,77600,44.8,-0.09
77201,77700,49.2,0.47
77301,77800,50.0,0.58
77401,77900,48.8,0.42
77501,78000,49.0,0.45
77601,78100,48.8,0.42
77701,78200,45.4,-0.01
77801,78300,49.0,0.45
77901,78400,48.0,0.32
78001,78500,48.8,0.42
78101,78600,49.4,0.5
78201,78700,48.4,0.37
78301,78800,47.2,0.22
78401,78900,46.4,0.12
78501,79000,44.8,-0.09
78601,79100,44.0,-0.19
78701,79200,47.6,0.27
78801,79300,46.8,0.17
78901,79400,50.4,0.63
79001,79500,49.2,0.47
79101,79600,44.0,-0.19
79201,79700,42.6,-0.37
79301,79800,44.2,-0.16
79401,79900,38.8,-0.85
79501,80000,41.8,-0.47
79601,80100,47.0,0.19
79701,80200,44.2,-0.16
79801,80300,42.4,-0.39
79901,80400,47.4,0.24
80001,80500,48.0,0.32
80101,80600,44.2,-0.16
80201,80700,49.0,0.45
80301,80800,49.8,0.55
80401,80900,45.2,-0.04
80501,81000,44.8,-0.09
80601,81100,47.4,0.24
80701,81200,47.0,0.19
80801,81300,44.6,-0.11
80901,81400,45.2,-0.04
81001,81500,42.4,-0.39
81101,81600,44.8,-0.09
81201,81700,43.6,-0.24
81301,81800,45.8,0.04
81401,81900,44.8,-0.09
81501,82000,42.6,-0.37
81601,82100,40.8,-0.6
81701,82200,37.6,-1.0
81801,82300,33.8,-1.49
81901,82400,32.8,-1.61
82001,82500,35.2,-1.31
82101,82600,32.6,-1.64
82201,82700,32.2,-1.69
82301,82800,35.8,-1.23
82401,82900,41.6,-0.49
82501,83000,42.0,-0.44
82601,83100,42.4,-0.39
82701,83200,41.4,-0.52
82801,83300,38.0,-0.95
82901,83400,36.6,-1.13
83001,83500,38.0,-0.95
83101,83600,42.4,-0.39
83201,83700,43.2,-0.29
83301,83800,45.2,-0.04
83401,83900,40.8,-0.6
83501,84000,36.6,-1.13
83601,84100,32.0,-1.72
83701,84200,34.2,-1.44
83801,84300,35.4,-1.28
83901,84400,42.0,-0.44
84001,84500,46.4,0.12
84101,84600,47.8,0.3
84201,84700,48.6,0.4
84301,84800,49.8,0.55
84401,84900,47.4,0.24
84501,85000,45.8,0.04
84601,85100,45.4,-0.01
84701,85200,41.6,-0.49
84801,85300,38.0,-0.95
84901,85400,35.6,-1.26
85001,85500,35.8,-1.23
85101,85600,38.2,-0.93
85201,85700,43.2,-0.29
85301,85800,46.6,0.14
85401,85900,51.4,0.75
85501,86000,48.6,0.4
85601,86100,48.8,0.42
85701,86200,47.2,0.22
85801,86300,42.2,-0.42
85901,86400,39.8,-0.72
86001,86500,43.8,-0.21
86101,86600,41.6,-0.49
86201,86700,40.6,-0.62
86301,86800,43.2,-0.29
86401,86900,42.0,-0.44
86501,87000,40.2,-0.67
86601,87100,39.2,-0.8
86701,87200,38.0,-0.95
86801,87300,37.4,-1.03
86901,87400,37.0,-1.08
87001,87500,36.4,-1.16
87101,87600,37.6,-1.0
87201,87700,38.8,-0.85
87301,87800,39.4,-0.77
87401,87900,39.0,-0.82
87501,88000,39.8,-0.72
87601,88100,38.8,-0.85
87701,88200,38.8,-0.85
87801,88300,39.4,-0.77
87901,88400,40.6,-0.62
88001,88500,39.4,-0.77
88101,88600,39.6,-0.75
88201,88700,39.6,-0.75
88301,88800,39.2,-0.8
88401,88900,38.8,-0.85
88501,89000,39.0,-0.82
88601,89100,38.6,-0.88
88701,89200,37.2,-1.05
88801,89300,36.0,-1.21
88901,89400,34.4,-1.41
89001,89500,34.0,-1.46
89101,89600,34.8,-1.36
89201,89700,35.8,-1.23
89301,89800,38.4,-0.9
89401,89900,40.4,-0.65
89501,90000,41.4,-0.52
89601,90100,40.2,-0.67
89701,90200,41.4,-0.52
89801,90300,39.2,-0.8
89901,90400,38.8,-0.85
90001,90500,39.2,-0.8
90101,90600,39.6,-0.75
90201,90700,40.6,-0.62
90301,90800,42.6,-0.37
90401,90900,42.0,-0.44
90501,91000,39.8,-0.72
90601,91100,40.8,-0.6
90701,91200,38.8,-0.85
90801,91300,38.6,-0.88
90901,91400,39.2,-0.8
91001,91500,42.0,-0.44
91101,91600,45.0,-0.06
91201,91700,49.0,0.45
91301,91800,50.2,0.6
91401,91900,53.4,1.01
91501,92000,55.8,1.31
91601,92100,56.8,1.44
91701,92200,55.6,1.29
91801,92300,58.4,1.64
91901,92400,56.8,1.44
92001,92500,56.0,1.34
92101,92600,54.0,1.08
92201,92700,55.0,1.21
92301,92800,49.6,0.52
92401,92900,44.4,-0.14
92501,93000,39.2,-0.8
92601,93100,34.0,-1.46
92701,93200,28.6,-2.15
92801,93300,28.4,-2.17
92901,93400,32.2,-1.69
93001,93500,37.0,-1.08
93101,93600,41.2,-0.54
93201,93700,46.6,0.14
93301,93800,45.8,0.04
93401,93900,42.2,-0.42
93501,94000,37.2,-1.05
93601,94100,37.8,-0.98
93701,94200,36.4,-1.16
93801,94300,37.2,-1.05
93901,94400,40.0,-0.7
94001,94500,47.0,0.19
94101,94600,46.8,0.17
94201,94700,46.4,0.12
94301,94800,46.6,0.14
94401,94900,45.4,-0.01
94501,95000,42.4,-0.39
94601,95100,42.8,-0.34
94701,95200,44.4,-0.14
94801,95300,42.8,-0.34
94901,95400,43.6,-0.24
95001,95500,41.2,-0.54
95101,95600,38.8,-0.85
