start,end,gc_content,z_score
25801,26300,34.2,-0.72
25901,26400,31.6,-1.12
26001,26500,29.4,-1.46
26101,26600,31.4,-1.15
26201,26700,32.8,-0.94
26301,26800,36.6,-0.35
26401,26900,37.8,-0.17
26501,27000,37.0,-0.29
26601,27100,35.0,-0.6
26701,27200,34.6,-0.66
26801,27300,32.2,-1.03
26901,27400,30.8,-1.24
27001,27500,31.8,-1.09
27101,27600,33.2,-0.88
27201,27700,35.4,-0.54
27301,27800,38.4,-0.08
27401,27900,36.4,-0.38
27501,28000,34.6,-0.66
27601,28100,38.8,-0.02
27701,28200,40.0,0.17
27801,28300,41.8,0.44
27901,28400,43.4,0.69
28001,28500,44.4,0.84
28101,28600,39.8,0.14
28201,28700,37.0,-0.29
28301,28800,33.6,-0.81
28401,28900,35.6,-0.51
28501,29000,36.4,-0.38
28601,29100,35.4,-0.54
28701,29200,33.0,-0.91
28801,29300,32.0,-1.06
28901,29400,30.0,-1.37
29001,29500,30.2,-1.34
29101,29600,31.6,-1.12
29201,29700,32.8,-0.94
29301,29800,33.8,-0.78
29401,29900,33.6,-0.81
29501,30000,32.2,-1.03
29601,30100,30.6,-1.28
29701,30200,32.8,-0.94
29801,30300,31.0,-1.21
29901,30400,27.0,-1.83
30001,30500,28.2,-1.64
30101,30600,30.2,-1.34
30201,30700,30.4,-1.31
30301,30800,32.6,-0.97
30401,30900,36.2,-0.42
30501,31000,36.2,-0.42
30601,31100,37.2,-0.26
30701,31200,36.0,-0.45
30801,31300,35.2,-0.57
30901,31400,35.8,-0.48
31001,31500,37.4,-0.23
31101,31600,35.6,-0.51
31201,31700,39.0,0.01
31301,31800,40.4,0.23
31401,31900,36.6,-0.35
31501,32000,38.0,-0.14
31601,32100,38.8,-0.02
31701,32200,34.4,-0.69
31801,32300,33.4,-0.85
31901,32400,39.4,0.08
32001,32500,40.4,0.23
32101,32600,42.4,0.54
32201,32700,43.4,0.69
32301,32800,44.4,0.84
32401,32900,41.2,0.35
32501,33000,36.6,-0.35
32601,33100,33.4,-0.85
32701,33200,35.4,-0.54
32801,33300,34.2,-0.72
32901,33400,35.6,-0.51
33001,33500,36.6,-0.35
33101,33600,34.8,-0.63
33201,33700,33.0,-0.91
33301,33800,35.8,-0.48
33401,33900,36.4,-0.38
33501,34000,36.2,-0.42
33601,34100,41.0,0.32
33701,34200,38.8,-0.02
33801,34300,36.2,-0.42
33901,34400,35.6,-0.51
34001,34500,35.2,-0.57
34101,34600,33.2,-0.88
34201,34700,37.0,-0.29
34301,34800,37.4,-0.23
34401,34900,37.2,-0.26
34501,35000,40.0,0.17
34601,35100,41.4,0.38
34701,35200,40.8,0.29
34801,35300,38.8,-0.02
34901,35400,39.2,0.05
35001,35500,36.0,-0.45
35101,35600,34.8,-0.63
35201,35700,34.8,-0.63
35301,35800,36.8,-0.32
35401,35900,35.4,-0.54
35501,36000,36.2,-0.42
35601,36100,36.0,-0.45
35701,36200,35.4,-0.54
35801,36300,34.8,-0.63
35901,36400,37.4,-0.23
36001,36500,38.0,-0.14
36101,36600,39.6,0.11
36201,36700,41.8,0.44
36301,36800,42.0,0.48
36401,36900,40.0,0.17
36501,37000,39.8,0.14
36601,37100,41.8,0.44
36701,37200,42.6,0.57
36801,37300,47.2,1.27
36901,37400,51.2,1.89
37001,37500,52.6,2.1
37101,37600,53.6,2.26
37201,37700,53.4,2.23
37301,37800,51.8,1.98
37401,37900,49.6,1.64
37501,38000,50.6,1.8
37601,38100,47.6,1.34
37701,38200,45.2,0.97
37801,38300,42.2,0.51
37901,38400,39.6,0.11
38001,38500,35.6,-0.51
38101,38600,32.8,-0.94
38201,38700,34.2,-0.72
38301,38800,32.4,-1.0
38401,38900,34.8,-0.63
38501,39000,37.0,-0.29
38601,39100,40.6,0.26
38701,39200,40.8,0.29
38801,39300,47.8,1.37
38901,39400,48.2,1.43
39001,39500,50.4,1.77
39101,39600,53.4,2.23
39201,39700,51.0,1.86
39301,39800,44.8,0.91
39401,39900,41.8,0.44
39501,40000,39.4,0.08
39601,40100,33.0,-0.91
39701,40200,33.0,-0.91
39801,40300,30.8,-1.24
39901,40400,32.0,-1.06
40001,40500,30.2,-1.34
