start,end,gc_content,z_score
28001,28500,45.0,0.44
28101,28600,46.2,0.63
28201,28700,43.8,0.25
28301,28800,50.4,1.3
28401,28900,48.8,1.05
28501,29000,49.6,1.18
28601,29100,48.4,0.98
28701,29200,51.6,1.5
28801,29300,50.0,1.24
28901,29400,46.0,0.6
29001,29500,41.2,-0.17
29101,29600,38.6,-0.59
29201,29700,34.2,-1.29
29301,29800,37.4,-0.78
29401,29900,41.0,-0.2
29501,30000,43.2,0.15
29601,30100,40.6,-0.27
29701,30200,41.6,-0.11
29801,30300,41.2,-0.17
29901,30400,42.0,-0.04
30001,30500,41.2,-0.17
30101,30600,45.0,0.44
30201,30700,44.6,0.37
30301,30800,41.6,-0.11
30401,30900,38.4,-0.62
30501,31000,39.0,-0.52
30601,31100,36.2,-0.97
30701,31200,38.0,-0.68
30801,31300,40.4,-0.3
30901,31400,43.4,0.18
31001,31500,40.4,-0.3
31101,31600,42.8,0.09
31201,31700,39.4,-0.46
31301,31800,36.6,-0.91
31401,31900,32.2,-1.61
31501,32000,36.2,-0.97
31601,32100,37.4,-0.78
31701,32200,40.8,-0.23
31801,32300,43.4,0.18
31901,32400,48.8,1.05
32001,32500,50.8,1.37
32101,32600,50.6,1.34
32201,32700,51.2,1.43
32301,32800,50.8,1.37
32401,32900,49.4,1.14
32501,33000,49.8,1.21
32601,33100,51.4,1.46
32701,33200,51.0,1.4
32801,33300,49.6,1.18
32901,33400,46.4,0.66
33001,33500,44.6,0.37
33101,33600,44.2,0.31
33201,33700,42.4,0.02
33301,33800,40.2,-0.33
33401,33900,37.4,-0.78
33501,34000,34.6,-1.23
33601,34100,31.2,-1.77
33701,34200,30.6,-1.87
33801,34300,32.6,-1.55
33901,34400,33.8,-1.36
34001,34500,32.6,-1.55
34101,34600,32.8,-1.52
34201,34700,31.2,-1.77
34301,34800,32.4,-1.58
34401,34900,33.2,-1.45
34501,35000,34.6,-1.23
34601,35100,40.2,-0.33
34701,35200,43.6,0.21
34801,35300,45.4,0.5
34901,35400,44.8,0.41
35001,35500,43.2,0.15
35101,35600,40.6,-0.27
35201,35700,40.8,-0.23
35301,35800,36.2,-0.97
35401,35900,38.2,-0.65
35501,36000,38.2,-0.65
35601,36100,40.0,-0.36
35701,36200,40.2,-0.33
35801,36300,45.6,0.53
35901,36400,44.0,0.28
36001,36500,44.6,0.37
36101,36600,39.2,-0.49
36201,36700,37.6,-0.75
36301,36800,34.2,-1.29
36401,36900,33.6,-1.39
36501,37000,39.0,-0.52
36601,37100,43.2,0.15
36701,37200,44.8,0.41
36801,37300,47.6,0.85
36901,37400,51.8,1.53
37001,37500,50.4,1.3
37101,37600,46.6,0.69
37201,37700,43.6,0.21
37301,37800,44.2,0.31
37401,37900,44.6,0.37
37501,38000,44.0,0.28
37601,38100,47.6,0.85
37701,38200,50.0,1.24
37801,38300,47.6,0.85
37901,38400,48.2,0.95
38001,38500,49.0,1.08
38101,38600,49.6,1.18
38201,38700,51.6,1.5
38301,38800,53.6,1.82
38401,38900,49.4,1.14
38501,39000,50.6,1.34
38601,39100,49.8,1.21
38701,39200,48.2,0.95
38801,39300,45.0,0.44
38901,39400,45.2,0.47
39001,39500,42.0,-0.04
39101,39600,43.4,0.18
39201,39700,43.4,0.18
39301,39800,47.8,0.89
39401,39900,51.2,1.43
39501,40000,51.0,1.4
39601,40100,47.8,0.89
39701,40200,43.2,0.15
39801,40300,37.0,-0.84
39901,40400,33.6,-1.39
40001,40500,32.0,-1.64
40101,40600,34.8,-1.2
40201,40700,33.8,-1.36
40301,40800,39.8,-0.39
40401,40900,42.8,0.09
40501,41000,47.6,0.85
40601,41100,48.0,0.92
40701,41200,50.4,1.3
40801,41300,45.8,0.57
40901,41400,45.4,0.5
41001,41500,42.4,0.02
41101,41600,38.4,-0.62
41201,41700,38.4,-0.62
41301,41800,36.4,-0.94
41401,41900,34.2,-1.29
41501,42000,36.4,-0.94
41601,42100,33.6,-1.39
41701,42200,34.0,-1.32
41801,42300,34.4,-1.26
41901,42400,34.6,-1.23
42001,42500,31.0,-1.8
42101,42600,34.0,-1.32
42201,42700,33.0,-1.48
42301,42800,35.4,-1.1
42401,42900,34.6,-1.23
42501,43000,35.6,-1.07
42601,43100,36.4,-0.94
42701,43200,38.0,-0.68
42801,43300,36.4,-0.94
42901,43400,35.4,-1.1
43001,43500,34.2,-1.29
43101,43600,32.8,-1.52
43201,43700,32.4,-1.58
43301,43800,33.0,-1.48
43401,43900,31.4,-1.74
43501,44000,30.2,-1.93
43601,44100,29.2,-2.09
43701,44200,27.0,-2.45
43801,44300,25.4,-2.7
43901,44400,30.4,-1.9
44001,44500,36.4,-0.94
44101,44600,42.0,-0.04
44201,44700,45.4,0.5
44301,44800,47.6,0.85
44401,44900,45.0,0.44
44501,45000,40.0,-0.36
44601,45100,34.8,-1.2
44701,45200,31.0,-1.8
44801,45300,29.8,-2.0
44901,45400,28.2,-2.25
45001,45500,27.8,-2.32
45101,45600,30.8,-1.84
45201,45700,36.2,-0.97
45301,45800,41.0,-0.2
45401,45900,44.6,0.37
45501,46000,43.2,0.15
45601,46100,45.0,0.44
45701,46200,43.8,0.25
45801,46300,43.8,0.25
45901,46400,39.8,-0.39
46001,46500,47.0,0.76
46101,46600,45.8,0.57
46201,46700,45.4,0.5
46301,46800,42.8,0.09
46401,46900,49.4,1.14
46501,47000,47.6,0.85
46601,47100,47.8,0.89
46701,47200,44.2,0.31
46801,47300,40.8,-0.23
46901,47400,34.2,-1.29
47001,47500,30.8,-1.84
47101,47600,27.6,-2.35
47201,47700,27.2,-2.41
47301,47800,27.0,-2.45
47401,47900,33.6,-1.39
47501,48000,35.2,-1.13
47601,48100,34.2,-1.29
47701,48200,40.4,-0.3
47801,48300,44.8,0.41
47901,48400,42.0,-0.04
48001,48500,43.2,0.15
48101,48600,44.4,0.34
48201,48700,43.2,0.15
48301,48800,40.4,-0.3
48401,48900,39.2,-0.49
48501,49000,38.4,-0.62
48601,49100,39.2,-0.49
48701,49200,41.8,-0.07
48801,49300,47.0,0.76
48901,49400,49.4,1.14
49001,49500,51.2,1.43
49101,49600,53.6,1.82
49201,49700,49.4,1.14
49301,49800,47.0,0.76
49401,49900,45.6,0.53
49501,50000,45.8,0.57
49601,50100,42.4,0.02
49701,50200,40.0,-0.36
49801,50300,37.4,-0.78
49901,50400,40.0,-0.36
50001,50500,40.8,-0.23
50101,50600,43.8,0.25
50201,50700,48.8,1.05
50301,50800,51.6,1.5
50401,50900,52.4,1.62
50501,51000,49.4,1.14
50601,51100,48.4,0.98
50701,51200,45.8,0.57
50801,51300,41.6,-0.11
50901,51400,36.6,-0.91
51001,51500,40.8,-0.23
51101,51600,41.6,-0.11
51201,51700,43.6,0.21
51301,51800,46.0,0.6
51401,51900,49.0,1.08
51501,52000,45.0,0.44
51601,52100,43.8,0.25
51701,52200,45.0,0.44
51801,52300,45.8,0.57
51901,52400,46.6,0.69
52001,52500,48.2,0.95
52101,52600,51.0,1.4
52201,52700,49.2,1.11
52301,52800,50.8,1.37
52401,52900,51.4,1.46
52501,53000,51.0,1.4
52601,53100,48.6,1.01
52701,53200,46.8,0.73
52801,53300,44.4,0.34
52901,53400,41.6,-0.11
53001,53500,42.4,0.02
53101,53600,45.6,0.53
53201,53700,46.2,0.63
53301,53800,48.2,0.95
53401,53900,50.2,1.27
53501,54000,49.2,1.11
53601,54100,44.8,0.41
53701,54200,48.2,0.95
53801,54300,48.2,0.95
53901,54400,49.2,1.11
54001,54500,48.6,1.01
54101,54600,51.2,1.43
54201,54700,49.8,1.21
54301,54800,51.4,1.46
54401,54900,47.0,0.76
54501,55000,45.4,0.5
54601,55100,42.0,-0.04
54701,55200,40.4,-0.3
54801,55300,34.4,-1.26
54901,55400,34.2,-1.29
55001,55500,33.0,-1.48
55101,55600,31.6,-1.71
55201,55700,30.6,-1.87
55301,55800,35.4,-1.1
55401,55900,40.8,-0.23
55501,56000,43.2,0.15
55601,56100,46.8,0.73
55701,56200,47.4,0.82
55801,56300,42.6,0.05
55901,56400,38.0,-0.68
56001,56500,38.0,-0.68
56101,56600,35.4,-1.1
56201,56700,36.2,-0.97
56301,56800,38.8,-0.55
56401,56900,43.0,0.12
56501,57000,45.4,0.5
56601,57100,48.6,1.01
56701,57200,49.2,1.11
56801,57300,52.6,1.66
56901,57400,51.4,1.46
57001,57500,49.0,1.08
57101,57600,47.4,0.82
57201,57700,48.0,0.92
57301,57800,47.8,0.89
57401,57900,48.2,0.95
57501,58000,49.6,1.18
57601,58100,50.4,1.3
57701,58200,49.4,1.14
57801,58300,46.0,0.6
57901,58400,47.0,0.76
58001,58500,49.2,1.11
58101,58600,52.2,1.59
58201,58700,53.8,1.85
58301,58800,55.2,2.07
58401,58900,52.0,1.56
58501,59000,49.8,1.21
58601,59100,48.2,0.95
58701,59200,47.2,0.79
58801,59300,45.4,0.5
58901,59400,46.0,0.6
59001,59500,47.2,0.79
59101,59600,45.6,0.53
59201,59700,44.0,0.28
59301,59800,45.2,0.47
59401,59900,44.0,0.28
59501,60000,42.2,-0.01
59601,60100,43.6,0.21
59701,60200,44.6,0.37
59801,60300,45.4,0.5
59901,60400,47.6,0.85
60001,60500,46.8,0.73
60101,60600,46.0,0.6
60201,60700,46.0,0.6
60301,60800,46.0,0.6
60401,60900,44.6,0.37
60501,61000,44.8,0.41
60601,61100,45.6,0.53
60701,61200,46.6,0.69
60801,61300,46.0,0.6
60901,61400,46.4,0.66
61001,61500,46.4,0.66
61101,61600,48.2,0.95
61201,61700,46.6,0.69
61301,61800,48.8,1.05
